ID,Name,InChI,InChIKey,SMILES,Solubility,Prediction
C-14,menthol,"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3",NOOLISFMXDJSKH-UHFFFAOYSA-N,CC(C)C1CCC(C)CC1O,-2.54,-2.45
C-15,dicyanodiamide;  cyanoguanidine,"InChI=1S/C2H4N4/c3-1-6-2(4)5/h(H4,4,5,6)",QGBSISYHAICWAH-UHFFFAOYSA-N,NC(=N)NC#N,-0.31,-0.85
C-16,l-arabinose,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2",SRBFZHDQGSBBOR-UHFFFAOYSA-N,OC1COC(O)C(O)C1O,0.52,0.91
C-17,butyl  carbamate,"InChI=1S/C5H11NO2/c1-2-3-4-8-5(6)7/h2-4H2,1H3,(H2,6,7)",SKKTUOZKZKCGTB-UHFFFAOYSA-N,CCCCOC(N)=O,-0.66,-0.15
C-18,alpha-terpineol,"InChI=1S/C10H18O/c1-8-4-6-9(7-5-8)10(2,3)11/h4,9,11H,5-7H2,1-3H3",WUOACPNHFRMFPN-UHFFFAOYSA-N,CC1=CCC(CC1)C(C)(C)O,-1.91,-2
C-19,alanine,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)",QNAYBMKLOCPYGJ-UHFFFAOYSA-N,CC(N)C(O)=O,0.22,0.7
C-20,isobutyl  carbamate,"InChI=1S/C5H11NO2/c1-4(2)3-8-5(6)7/h4H,3H2,1-2H3,(H2,6,7)",BRUZQRBVNRKLJG-UHFFFAOYSA-N,CC(C)COC(N)=O,-0.3,0
C-21,(-)-carveol;  5-isopropenyl-2-methyl-2-cyclohexen-1-ol,"InChI=1S/C10H16O/c1-7(2)9-5-4-8(3)10(11)6-9/h4,9-11H,1,5-6H2,2-3H3",BAVONGHXFVOKBV-UHFFFAOYSA-N,CC(=C)C1CC=C(C)C(O)C1,-1.72,-1.73
C-22,2-imidazolidinethione,"InChI=1S/C3H6N2S/c6-3-4-1-2-5-3/h1-2H2,(H2,4,5,6)",PDQAZBWRQCGBEV-UHFFFAOYSA-N,S=C1NCCN1,-0.71,-1.16
C-23,tert-butyl  carbamate,"InChI=1S/C5H11NO2/c1-5(2,3)8-4(6)7/h1-3H3,(H2,6,7)",LFKDJXLFVYVEFG-UHFFFAOYSA-N,CC(C)(C)OC(N)=O,0.1,-0.2
C-24,1-tetradecanol,"InChI=1S/C14H30O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15/h15H,2-14H2,1H3",HLZKNKRTKFSKGZ-UHFFFAOYSA-N,CCCCCCCCCCCCCCO,-6.05,-5.68
C-25,6-aminohexanoic acid;  6-aminocaproic  acid,"InChI=1S/C6H13NO2/c7-5-3-1-2-4-6(8)9/h1-5,7H2,(H,8,9)",SLXKOJJOQWFEFD-UHFFFAOYSA-N,NCCCCCC(O)=O,0.59,-0.46
C-26,d-mannitol,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2",FBPFZTCFMRRESA-UHFFFAOYSA-N,OCC(O)C(O)C(O)C(O)CO,0.07,0.1
C-27,"borneol;  1,77-trimethylbicyclo[2,2,1]heptan-2-ol","InChI=1S/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3",DTGKSKDOIYIVQL-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(O)C2,-2.75,-2.28
C-28,2-aminobutanoic acid;  2-aminobutyric acid;  alpha-aminobutyric  acid,"InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)",QWCKQJZIFLGMSD-UHFFFAOYSA-N,CCC(N)C(O)=O,0.26,0.54
C-29,metaldehyde;  acetaldehyde tetramer,"InChI=1S/C8H16O4/c1-5-9-6(2)11-8(4)12-7(3)10-5/h5-8H,1-4H3",GKKDCARASOJPNG-UHFFFAOYSA-N,CC1OC(C)OC(C)OC(C)O1,-2.93,-0.3
C-30,d-glucose;  dextrose,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2",WQZGKKKJIJFFOK-UHFFFAOYSA-N,OCC1OC(O)C(O)C(O)C1O,0.74,0.64
C-31,"1,3-diethyl-2-thiourea;  n,n'-diethylthiourea","InChI=1S/C5H12N2S/c1-3-6-5(8)7-4-2/h3-4H2,1-2H3,(H2,6,7,8)",FLVIGYVXZHLUHP-UHFFFAOYSA-N,CCNC(=S)NCC,-1.46,-1.75
C-32,"2,4-hexadienoic acid;  sorbic  acid","InChI=1S/C6H8O2/c1-2-3-4-5-6(7)8/h2-5H,1H3,(H,7,8)/b3-2+,5-4+",WSWCOQWTEOXDQX-MQQKCMAXSA-N,C\C=C\C=C\C(O)=O,-1.77,-0.81
C-33,l-serine,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)",MTCFGRXMJLQNBG-UHFFFAOYSA-N,NC(CO)C(O)=O,-0.02,0.66
C-34,malonic  acid,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",OFOBLEOULBTSOW-UHFFFAOYSA-N,OC(=O)CC(O)=O,1.17,0.28
C-35,trichloroacetic  acid,"InChI=1S/C2HCl3O2/c3-2(4,5)1(6)7/h(H,6,7)",YNJBWRMUSHSURL-UHFFFAOYSA-N,OC(=O)C(Cl)(Cl)Cl,0.73,-1.89
C-36,l-valine,"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)",KZSNJWFQEVHDMF-UHFFFAOYSA-N,CC(C)C(N)C(O)=O,-0.3,0.26
C-37,decanoic  acid;  capric  acid,"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)",GHVNFZFCNZKVNT-UHFFFAOYSA-N,CCCCCCCCCC(O)=O,-3.45,-3.26
C-38,nitroguanidine,"InChI=1S/CH4N4O2/c2-1(3)4-5(6)7/h(H4,2,3,4)",IDCPFAYURAQKDZ-UHFFFAOYSA-N,NC(N)=N[N+]([O-])=O,-1.37,-1.5
C-39,l-proline,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)",ONIBWKKTOPOVIA-UHFFFAOYSA-N,OC(=O)C1CCCN1,0.15,0.5
C-40,dl-norleucine;  dl-2-aminohexanoic  acid,"InChI=1S/C6H13NO2/c1-2-3-4-5(7)6(8)9/h5H,2-4,7H2,1H3,(H,8,9)",LRQKBLKVPFOOQJ-UHFFFAOYSA-N,CCCCC(N)C(O)=O,-1.06,-0.17
C-41,dl-leucine,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)",ROHFNLRQFUQHCH-UHFFFAOYSA-N,CC(C)CC(N)C(O)=O,-1.13,-0.27
C-42,"camphor;  1,7,7-trimethylbicyclo[2.2.1]heptan-2-one","InChI=1S/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3",DSSYKIVIOFKYAU-UHFFFAOYSA-N,CC1(C)C2CCC1(C)C(=O)C2,-2.09,-2.24
C-43,hexachloroethane,"InChI=1S/C2Cl6/c3-1(4,5)2(6,7)8",VHHHONWQHHHLTI-UHFFFAOYSA-N,ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.94,-3.62
C-44,cysteine,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)",XUJNEKJLAYXESH-UHFFFAOYSA-N,NC(CS)C(O)=O,0.36,-0.72
C-45,glutaric  acid;  pentanedioic  acid,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",JFCQEDHGNNZCLN-UHFFFAOYSA-N,OC(=O)CCCC(O)=O,1,-0.37
C-46,lauric  acid;  dodecanoic acid,"InChI=1S/C12H24O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h2-11H2,1H3,(H,13,14)",POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(O)=O,-4.62,-4.3
C-47,"fumaric  acid;  (e)-2-butenedioic acid;  (e)-1,2-ethenedicarboxylic acid","InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+",VZCYOOQTPOCHFL-OWOJBTEDSA-N,OC(=O)/C=C/C(O)=O,-1.22,-0.68
C-48,succinic  acid;  butanedioic acid,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",KDYFGRWQOYBRFD-UHFFFAOYSA-N,OC(=O)CCC(O)=O,-0.17,0.25
C-49,penicillamine;  2-amino-3-mercapto-3-methylbutanoic acid,"InChI=1S/C5H11NO2S/c1-5(2,9)3(6)4(7)8/h3,9H,6H2,1-2H3,(H,7,8)",VVNCNSJFMMFHPL-UHFFFAOYSA-N,CC(C)(S)C(N)C(O)=O,-0.13,-1.51
C-50,4-hydroxy-l-proline,"InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)",PMMYEEVYMWASQN-UHFFFAOYSA-N,OC1CNC(C1)C(O)=O,0.44,0.57
C-51,l-threonine,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)",AYFVYJQAPQTCCC-UHFFFAOYSA-N,CC(O)C(N)C(O)=O,-0.09,0.6
C-52,1-ethyl-1-nitrosourea,"InChI=1S/C3H7N3O2/c1-2-6(5-8)3(4)7/h2H2,1H3,(H2,4,7)",FUSGACRLAFQQRL-UHFFFAOYSA-N,CCN(N=O)C(N)=O,-0.96,-0.62
C-53,dl-methionine,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)",FFEARJCKVFRZRR-UHFFFAOYSA-N,CSCCC(N)C(O)=O,-0.66,-0.8
C-54,"adipic  acid; 1,6-hexanedioic acid","InChI=1S/C6H10O4/c7-5(8)3-1-2-4-6(9)10/h1-4H2,(H,7,8)(H,9,10)",WNLRTRBMVRJNCN-UHFFFAOYSA-N,OC(=O)CCCCC(O)=O,-0.82,-0.66
C-55,tetradecanoic  acid;  myristic  acid,"InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)",TUNFSRHWOTWDNC-UHFFFAOYSA-N,CCCCCCCCCCCCCC(O)=O,-5.33,-5.12
C-56,"amitrole; 3-amino-1,2,4-triazole","InChI=1S/C2H4N4/c3-2-4-1-5-6-2/h1H,(H3,3,4,5,6)",KLSJWNVTNUYHDU-UHFFFAOYSA-N,NC1=N[NH]C=N1,0.52,0.36
C-57,l-asparagine,"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)",DCXYFEDJOCDNAF-UHFFFAOYSA-N,NC(CC(N)=O)C(O)=O,-0.72,0.1
C-58,palmitic acid;  hexadecanoic acid,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)",IPCSVZSSVZVIGE-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(O)=O,-6.81,-5.8
C-59,dl-malic acid;  dl-2-hydroxybutanedioic acid;  hydroxysuccinic acid,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",BJEPYKJPYRNKOW-UHFFFAOYSA-N,OC(CC(O)=O)C(O)=O,0.64,0.21
C-60,azelaic  acid;  nonanedioic  acid,"InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)",BDJRBEYXGGNYIS-UHFFFAOYSA-N,OC(=O)CCCCCCCC(O)=O,-2.02,-1.92
C-61,thiram;  tetramethylthiuram  disulfide,InChI=1S/C6H12N2S4/c1-7(2)5(9)11-12-6(10)8(3)4/h1-4H3,KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,-3.9,-3.74
C-62,diallate,"InChI=1S/C10H17Cl2NOS/c1-7(2)13(8(3)4)10(14)15-6-9(12)5-11/h5,7-8H,6H2,1-4H3/b9-5-",SPANOECCGNXGNR-UITAMQMPSA-N,CC(C)N(C(C)C)C(=O)SC\C(Cl)=C\Cl,-4.29,-4.03
C-63,phenol,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,OC1=CC=CC=C1,-0.04,-0.31
C-64,methyl  hexadecanoate;  methyl  palmitate,"InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3",FLIACVVOZYBSBS-UHFFFAOYSA-N,CCCCCCCCCCCCCCCC(=O)OC,-7.83,-6.56
C-65,l-glutamine,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)",ZDXPYRJPNDTMRX-UHFFFAOYSA-N,NC(CCC(N)=O)C(O)=O,-0.54,-0.17
C-66,l-glutamic  acid,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)",WHUUTDBJXJRKMK-UHFFFAOYSA-N,NC(CCC(O)=O)C(O)=O,-1.23,-0.26
C-67,aldicarb,"InChI=1S/C7H14N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h5H,1-4H3,(H,8,10)/b9-5+",QGLZXHRNAYXIBU-WEVVVXLNSA-N,CNC(=O)O\N=C\C(C)(C)SC,-1.39,-2.22
C-68,beta-hexachlorocyclohexane,InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-6.08,-4.73
C-69,"methyprylon;  3,3-diethyl-5-methyl-2,4-piperidinedione","InChI=1S/C10H17NO2/c1-4-10(5-2)8(12)7(3)6-11-9(10)13/h7H,4-6H2,1-3H3,(H,11,13)",SIDLZWOQUZRBRU-UHFFFAOYSA-N,CCC1(CC)C(=O)NCC(C)C1=O,-0.38,-1.21
C-70,hymexazol;  5-methyl-3(2h)-isoxazolone,"InChI=1S/C4H5NO2/c1-3-2-4(6)5-7-3/h2H,1H3,(H,5,6)",KGVPNLBXJKTABS-UHFFFAOYSA-N,CC1=CC(=O)NO1,-0.07,0.41
C-71,"1,3,5-triaza-1,3,5-trinitrocyclohexane",InChI=1S/C3H6N6O6/c10-7(11)4-1-5(8(12)13)3-6(2-4)9(14)15/h1-3H2,XTFIVUDBNACUBN-UHFFFAOYSA-N,[O-][N+](=O)N1CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O,-3.57,-2.22
C-72,l(+)-arginine,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)",ODKSFYDXXFIFQN-UHFFFAOYSA-N,NC(CCCNC(N)=N)C(O)=O,0,-1.88
C-73,methyl stearate; methyl octadecanoate; octadecanoic acid methyl ester,"InChI=1S/C19H38O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h3-18H2,1-2H3",HPEUJPJOZXNMSJ-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OC,-9,-6.94
C-74,methomyl,"InChI=1S/C5H10N2O2S/c1-4(10-3)7-9-5(8)6-2/h1-3H3,(H,6,8)/b7-4-",UHXUZOCRWCRNSJ-DAXSKMNVSA-N,CNC(=O)O\N=C(\C)SC,-1.21,-1.17
C-75,isosorbide  dinitrate,"InChI=1S/C6H8N2O8/c9-7(10)15-3-1-13-6-4(16-8(11)12)2-14-5(3)6/h3-6H,1-2H2",MOYKHGMNXAOIAT-UHFFFAOYSA-N,[O-][N+](=O)OC1COC2C(COC12)O[N+]([O-])=O,-2.63,-2.4
C-76,4-cresol; 4-methylphenol,"InChI=1S/C7H8O/c1-6-2-4-7(8)5-3-6/h2-5,8H,1H3",IWDCLRJOBJJRNH-UHFFFAOYSA-N,CC1=CC=C(O)C=C1,-0.7,-0.67
C-77,2-cresol;  2-methylphenol,"InChI=1S/C7H8O/c1-6-4-2-3-5-7(6)8/h2-5,8H,1H3",QWVGKYWNOKOFNN-UHFFFAOYSA-N,CC1=C(O)C=CC=C1,-0.64,-0.59
C-78,triallate,"InChI=1S/C10H16Cl3NOS/c1-6(2)14(7(3)4)10(15)16-5-8(11)9(12)13/h6-7H,5H2,1-4H3",MWBPRDONLNQCFV-UHFFFAOYSA-N,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88,-4.58
C-79,"5,5-dimethylbarbituric  acid","InChI=1S/C6H8N2O3/c1-6(2)3(9)7-5(11)8-4(6)10/h1-2H3,(H2,7,8,9,10,11)",LAOZSCRCYVBSJA-UHFFFAOYSA-N,CC1(C)C(=O)NC(=O)NC1=O,-1.74,-1.35
C-80,"1,4-diaminobenzene;  1,4-phenylenediamine","InChI=1S/C6H8N2/c7-5-1-2-6(8)4-3-5/h1-4H,7-8H2",CBCKQZAAMUWICA-UHFFFAOYSA-N,NC1=CC=C(N)C=C1,-0.38,-0.15
C-81,"1,3-phenylenediamine;  1,3-diaminobenzene","InChI=1S/C6H8N2/c7-5-2-1-3-6(8)4-5/h1-4H,7-8H2",WZCQRUWWHSTZEM-UHFFFAOYSA-N,NC1=CC(=CC=C1)N,0.51,-0.18
C-82,"1,2-diaminobenzene;  1,2-phenylenediamine","InChI=1S/C6H8N2/c7-5-3-1-2-4-6(5)8/h1-4H,7-8H2",GEYOCULIXLDCMW-UHFFFAOYSA-N,NC1=C(N)C=CC=C1,-0.42,-0.14
C-83,4-methylbenzyl  alcohol,"InChI=1S/C8H10O/c1-7-2-4-8(6-9)5-3-7/h2-5,9H,6H2,1H3",KMTDMTZBNYGUNX-UHFFFAOYSA-N,CC1=CC=C(CO)C=C1,-1.2,-1.1
C-84,hexazinone,"InChI=1S/C12H20N4O2/c1-14(2)10-13-11(17)16(12(18)15(10)3)9-7-5-4-6-8-9/h9H,4-8H2,1-3H3",CAWXEEYDBZRFPE-UHFFFAOYSA-N,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,0.12,-1.52
C-85,"daminozide;  succinic acid 2,2-dimethylhydrazide","InChI=1S/C6H12N2O3/c1-8(2)7-5(9)3-4-6(10)11/h3-4H2,1-2H3,(H,7,9)(H,10,11)",NOQGZXFMHARMLW-UHFFFAOYSA-N,CN(C)NC(=O)CCC(O)=O,-0.2,-0.67
C-86,"spiro-5,5-dimethylenebarbituric  acid","InChI=1S/C6H6N2O3/c9-3-6(1-2-6)4(10)8-5(11)7-3/h1-2H2,(H2,7,8,9,10,11)",PQVZDTWRGIHYCU-UHFFFAOYSA-N,O=C1NC(=O)C2(CC2)C(=O)N1,-1.89,-0.87
C-87,"hydroquinone;  1,4-benzenediol;  1,4-dihydroxybenzene","InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H",QIGBRXMKCJKVMJ-UHFFFAOYSA-N,OC1=CC=C(O)C=C1,-0.48,-0.06
C-88,1-cyclohexyl-3-decylurea,"InChI=1S/C17H34N2O/c1-2-3-4-5-6-7-8-12-15-18-17(20)19-16-13-10-9-11-14-16/h16H,2-15H2,1H3,(H2,18,19,20)",LPXYBLIRYGCMPQ-UHFFFAOYSA-N,CCCCCCCCCCNC(=O)NC1CCCCC1,-2.81,-4.76
C-89,"resorcinol;  1,3-benzenediol;  1,3-dihydroxybenzene","InChI=1S/C6H6O2/c7-5-2-1-3-6(8)4-5/h1-4,7-8H",GHMLBKRAJCXXBS-UHFFFAOYSA-N,OC1=CC(=CC=C1)O,0.78,-0.13
C-90,"catechol;  1,2-benzenediol;  pyrocatechol;  1,2-dihydroxybenzene","InChI=1S/C6H6O2/c7-5-3-1-2-4-6(5)8/h1-4,7-8H",YCIMNLLNPGFGHC-UHFFFAOYSA-N,OC1=C(O)C=CC=C1,0.62,-0.17
C-91,4-ethylphenol,"InChI=1S/C8H10O/c1-2-7-3-5-8(9)6-4-7/h3-6,9H,2H2,1H3",HXDOZKJGKXYMEW-UHFFFAOYSA-N,CCC1=CC=C(O)C=C1,-1.4,-1.3
C-92,disulfiram,"InChI=1S/C10H20N2S4/c1-5-11(6-2)9(13)15-16-10(14)12(7-3)8-4/h5-8H2,1-4H3",AUZONCFQVSMFAP-UHFFFAOYSA-N,CCN(CC)C(=S)SSC(=S)N(CC)CC,-3,-4.37
C-93,"meprobamate;  2,2-di(carbamoyloxymethyl)pentane","InChI=1S/C9H18N2O4/c1-3-4-9(2,5-14-7(10)12)6-15-8(11)13/h3-6H2,1-2H3,(H2,10,12)(H2,11,13)",NPPQSCRMBWNHMW-UHFFFAOYSA-N,CCCC(C)(COC(N)=O)COC(N)=O,-1.81,-1.95
C-94,5-ethyl-5-methylbarbituric  acid,"InChI=1S/C7H10N2O3/c1-3-7(2)4(10)8-6(12)9-5(7)11/h3H2,1-2H3,(H2,8,9,10,11,12)",RCFRTWDBBMGLGK-UHFFFAOYSA-N,CCC1(C)C(=O)NC(=O)NC1=O,-1.23,-1.52
C-95,cytosine,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)",OPTASPLRGRRNAP-UHFFFAOYSA-N,NC1=NC(=O)NC=C1,-1.16,-0.4
C-96,"3,5-dimethylphenol","InChI=1S/C8H10O/c1-6-3-7(2)5-8(9)4-6/h3-5,9H,1-2H3",TUAMRELNJMMDMT-UHFFFAOYSA-N,CC1=CC(=CC(=C1)O)C,-1.4,-1.33
C-97,"3,4-dimethylphenol","InChI=1S/C8H10O/c1-6-3-4-8(9)5-7(6)2/h3-5,9H,1-2H3",YCOXTKKNXUZSKD-UHFFFAOYSA-N,CC1=C(C)C=C(O)C=C1,-1.41,-1.35
C-98,"2,5-dimethylphenol","InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3",NKTOLZVEWDHZMU-UHFFFAOYSA-N,CC1=CC(=C(C)C=C1)O,-1.54,-1.3
C-99,2-hydroxymethylphenol;  2-hydroxybenzyl  alcohol;  salicyl  alcohol,"InChI=1S/C7H8O2/c8-5-6-3-1-2-4-7(6)9/h1-4,8-9H,5H2",CQRYARSYNCAZFO-UHFFFAOYSA-N,OCC1=C(O)C=CC=C1,-0.29,-0.26
C-100,"2,3-dimethylphenol","InChI=1S/C8H10O/c1-6-4-3-5-8(9)7(6)2/h3-5,9H,1-2H3",QWBBPBRQALCEIZ-UHFFFAOYSA-N,CC1=C(C)C(=CC=C1)O,-1.43,-1.31
C-101,"2,6-dimethylphenol","InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3",NXXYKOUNUYWIHA-UHFFFAOYSA-N,CC1=CC=CC(=C1O)C,-1.31,-1.3
C-102,"1,2-dihydropyridazine-3,6-dione","InChI=1S/C4H4N2O2/c7-3-1-2-4(8)6-5-3/h1-2H,(H,5,7)(H,6,8)",BGRDGMRNKXEXQD-UHFFFAOYSA-N,O=C1NNC(=O)C=C1,-1.59,-0.81
C-103,"uracil;  2,4(1h,3h)-pyrimidinedione","InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",ISAKRJDGNUQOIC-UHFFFAOYSA-N,O=C1NC=CC(=O)N1,-1.5,-0.63
C-104,"spiro-5,5-trimethylenebarbituric acid;  6,8-diazaspiro[3.5]nonane-5,7,9-trione","InChI=1S/C7H8N2O3/c10-4-7(2-1-3-7)5(11)9-6(12)8-4/h1-3H2,(H2,8,9,10,11,12)",VQDXQNNYGSEHPU-UHFFFAOYSA-N,O=C1NC(=O)C2(CCC2)C(=O)N1,-1.66,-1.05
C-105,"1,2,4,5-tetramethylbenzene;  durene","InChI=1S/C10H14/c1-7-5-9(3)10(4)6-8(7)2/h5-6H,1-4H3",SQNZJJAZBFDUTD-UHFFFAOYSA-N,CC1=CC(=C(C)C=C1C)C,-3.84,-3.65
C-106,benzamide,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)",KXDAEFPNCMNJSK-UHFFFAOYSA-N,NC(=O)C1=CC=CC=C1,-0.95,-1.14
