ID,Name,InChI,InChIKey,SMILES,Solubility,Prediction
A-14,bis(4-fluorophenyl)methanone,InChI=1S/C13H8F2O/c14-11-5-1-9(2-6-11)13(16)10-3-7-12(15)8-4-10/h1-8H,LSQARZALBDFYQZ-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)c2ccc(F)cc2,-4.3966521847,-4.16
A-15,1-[2-(benzoyloxy)propoxy]propan-2-yl benzoate 1-{[1-(benzoyloxy)propan-2-yl]oxy}propan-2-yl benzoate 2-{[1-(benzoyloxy)propan-2-yl]oxy}propyl benzoate,"InChI=1S/C20H22O5/c21-19(17-9-3-1-4-10-17)24-15-7-13-23-14-8-16-25-20(22)18-11-5-2-6-12-18/h1-6,9-12H,7-8,13-16H2",BYQDGAVOOHIJQS-UHFFFAOYSA-N,O=C(OCCCOCCCOC(=O)c1ccccc1)c2ccccc2,-4.595502564,-5.06
A-16,4-tert-butylcyclohexyl prop-2-enoate,"InChI=1S/C13H22O2/c1-5-12(14)15-11-8-6-10(7-9-11)13(2,3)4/h5,10-11H,1,6-9H2,2-4H3",LAIJAUHBAWLPCO-UHFFFAOYSA-N,CC(C)(C)C1CCC(CC1)OC(=O)C=C,-3.4280047215,-4.65
A-17,4-(dimethylamino)benzaldehyde,"InChI=1S/C9H11NO/c1-10(2)9-5-3-8(7-11)4-6-9/h3-7H,1-2H3",BGNGWHSBYQYVRX-UHFFFAOYSA-N,CN(C)c1ccc(C=O)cc1,-2.2827688499,-1.05
A-18,2-methyl-1-phenylpropan-2-yl acetate,"InChI=1S/C12H16O2/c1-10(13)14-12(2,3)9-11-7-5-4-6-8-11/h4-8H,9H2,1-3H3",FLUWAIIVLCVEKF-UHFFFAOYSA-N,CC(=O)OC(C)(C)Cc1ccccc1,-2.3946499685,-3.72
A-19,"2,3-dimethylphenol; 2,4-dimethylphenol; 2,5-dimethylphenol; 2,6-dimethylphenol; 3,4-dimethylphenol; 3,5-dimethylphenol","InChI=1S/6C8H10O/c1-6-3-7(2)5-8(9)4-6;1-6-3-4-8(9)5-7(6)2;1-6-3-4-8(9)7(2)5-6;1-6-3-4-7(2)8(9)5-6;1-6-4-3-5-8(9)7(6)2;1-6-4-3-5-7(2)8(6)9/h6*3-5,9H,1-2H3",YJZHZFOWHRKQHS-UHFFFAOYSA-N,Cc1ccc(O)c(C)c1.Cc2ccc(C)c(O)c2.Cc3cc(C)cc(O)c3.Cc4ccc(O)cc4C.Cc5cccc(O)c5C.Cc6cccc(C)c6O,-1.9803097957,-1.3
A-20,xylenol,"InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3",NXXYKOUNUYWIHA-UHFFFAOYSA-N,Cc1cccc(C)c1O,-1.2021585453,-1.3
A-21,2-(4-tert-butylphenoxymethyl)oxirane,"InChI=1S/C13H18O2/c1-13(2,3)10-4-6-11(7-5-10)14-8-12-9-15-12/h4-7,12H,8-9H2,1-3H3",HHRACYLRBOUBKM-UHFFFAOYSA-N,CC(C)(C)c1ccc(OCC2CO2)cc1,-3.4302388798,-3.52
A-22,5-methoxy-1-[4-(trifluoromethyl)phenyl]pentan-1-one,"InChI=1S/C13H15F3O2/c1-18-9-3-2-4-12(17)10-5-7-11(8-6-10)13(14,15)16/h5-8H,2-4,9H2,1H3",VYKSRLDHXQURKA-UHFFFAOYSA-N,COCCCCC(=O)c1ccc(cc1)C(F)(F)F,-3.5440597008,-3.97
A-23,"(2E)-3,7-dimethylocta-2,6-dien-1-ol","InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,7,11H,4,6,8H2,1-3H3/b10-7-",GLZPCOQZEFWAFX-YFHOEESVSA-N,CC(C)=CCC\C(C)=C/CO,-2.3206011661,-2.05
A-24,2-(4-chloro-2-methylphenoxy)propanoic acid,"InChI=1S/C10H11ClO3/c1-6-5-8(11)3-4-9(6)14-7(2)10(12)13/h3-5,7H,1-2H3,(H,12,13)",WNTGYJSOUMFZEP-UHFFFAOYSA-N,CC(Oc1ccc(Cl)cc1C)C(O)=O,-2.4660307863,-2.47
A-25,zinc bis[O-(2-ethylhexyl) O-isobutyl dithiophosphate],"InChI=1S/2C12H27O2PS2.Zn/c2*1-5-7-8-12(6-2)10-14-15(16,17)13-9-11(3)4;/h2*11-12H,5-10H2,1-4H3,(H,16,17);/q;;+2/p-2",FHIAIHDDIOVFSY-UHFFFAOYSA-L,[Zn++].CCCCC(CC)CO[P]([S-])(=S)OCC(C)C.CCCCC(CC)CO[P]([S-])(=S)OCC(C)C,-2.9581950472,-7.42
A-26,1-chloro-3-(trifluoromethyl)benzene,"InChI=1S/C7H4ClF3/c8-6-3-1-2-5(4-6)7(9,10)11/h1-4H",YTCGOUNVIAWCMG-UHFFFAOYSA-N,FC(F)(F)c1cccc(Cl)c1,-3.4115138849,-2.67
A-27,"oxiran-2-ylmethyl 2,2-dimethyloctanoate","InChI=1S/C13H24O3/c1-5-13(4,7-6-10(2)3)12(14)16-9-11-8-15-11/h10-11H,5-9H2,1-4H3",DHEHEJGXTUCSQF-UHFFFAOYSA-N,CCC(C)(CCC(C)C)C(=O)OCC1CO1,-3.5134687407,-3.47
A-28,2-methylheptyl 3-sulfanylpropanoate,"InChI=1S/C11H22O2S/c1-10(2)6-4-3-5-8-13-11(12)7-9-14/h10,14H,3-9H2,1-2H3",ZHUWXKIPGGZNJW-UHFFFAOYSA-N,CC(C)CCCCCOC(=O)CCS,-4.4543816995,-4.05
A-29,1-methyl-4-(propan-2-ylidene)cyclohex-1-ene,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4H,5-7H2,1-3H3",MOYAFQVGZZPNRA-UHFFFAOYSA-N,CC(C)=C1CCC(=CC1)C,-4.2873429345,-1.99
A-30,aluminium(3+) ion sodium bis(oxosilanebis(olate)),InChI=1S/Al.Na.2O3Si/c;;2*1-4(2)3/q+3;+1;2*-2,URGAHOPLAPQHLN-UHFFFAOYSA-N,[Na+].[Al+3].[O-][Si]([O-])=O.[O-][Si]([O-])=O,-3.4731390517,
A-31,zinc(2+) ion bis(2-methylprop-2-enoate),"InChI=1S/C4H6O2.Zn/c1-3(2)4(5)6;/h1H2,2H3,(H,5,6);/q;+2/p-1",IQODPIFSDKREOZ-UHFFFAOYSA-M,[Zn++].CC(=C)C([O-])=O,-2.3632080977,-1.1
A-32,3-[2-(ethylamino)-1-hydroxyethyl]phenol,"InChI=1S/C10H15NO2/c1-2-11-7-10(13)8-4-3-5-9(12)6-8/h3-6,10-13H,2,7H2,1H3",SQVIAVUSQAWMKL-UHFFFAOYSA-N,CCNCC(O)c1cccc(O)c1,-3.4541026398,-1.12
A-33,"Phosphorodithioic acid, mixed O,O-bis(sec-Bu and 1,3-dimethylbutyl) esters, zinc salts","InChI=1S/2C10H23O2PS2.Zn/c2*1-6-9(4)11-13(14,15)12-10(5)7-8(2)3;/h2*8-10H,6-7H2,1-5H3,(H,14,15);/q;;+2/p-2",PWMSQVOBEKFBRF-UHFFFAOYSA-L,[Zn++].CCC(C)O[P]([S-])(=S)OC(C)CC(C)C.CCC(C)O[P]([S-])(=S)OC(C)CC(C)C,-2.9908768679,-6.82
A-34,"2,4-dichloro-1-(chloromethyl)benzene","InChI=1S/C7H5Cl3/c8-4-5-1-2-6(9)3-7(5)10/h1-3H,4H2",IRSVDHPYXFLLDS-UHFFFAOYSA-N,ClCc1ccc(Cl)cc1Cl,-3.5129421932,-4.22
A-35,dicyclopentyldimethoxysilane,"InChI=1S/C12H24O2Si/c1-13-15(14-2,11-7-3-4-8-11)12-9-5-6-10-12/h11-12H,3-10H2,1-2H3",JWCYDYZLEAQGJJ-UHFFFAOYSA-N,CO[Si](OC)(C1CCCC1)C2CCCC2,-3.5805600606,-4.39
A-36,"(1S,5S)-6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h8-9H,1,4-6H2,2-3H3",WTARULDDTDQWMU-UHFFFAOYSA-N,CC1(C)C2CCC(=C)C1C2,-4.2923134549,-3.33
A-37,"1,4-dioxacycloheptadecane-5,17-dione",InChI=1S/C15H26O4/c16-14-10-8-6-4-2-1-3-5-7-9-11-15(17)19-13-12-18-14/h1-13H2,XRHCAGNSDHCHFJ-UHFFFAOYSA-N,O=C1CCCCCCCCCCCC(=O)OCCO1,-4.6124129592,-4.09
A-38,"9-Octadecenoic acid (Z)-, reaction products with 2-[(2-aminoethyl)amino]ethanol","InChI=1S/C18H34O2.C4H12N2O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;5-1-2-6-3-4-7/h9-10H,2-8,11-17H2,1H3,(H,19,20);6-7H,1-5H2/b10-9-;",YGJDXOJIYODGEO-KVVVOXFISA-N,CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCO,-4.8091341894,-6.37
A-39,dodecyl 2-hydroxypropanoate,"InChI=1S/C15H30O3/c1-3-4-5-6-7-8-9-10-11-12-13-18-15(17)14(2)16/h14,16H,3-13H2,1-2H3",QQQMUBLXDAFBRH-UHFFFAOYSA-N,CCCCCCCCCCCCOC(=O)C(C)O,-4.6341446203,-4.73
A-40,"octadec-9-enoic acid - N-(2-aminoethyl)ethane-1,2-diamine (1:1)","InChI=1S/C18H34O2.C4H13N3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20;5-1-3-7-4-2-6/h9-10H,2-8,11-17H2,1H3,(H,19,20);7H,1-6H2/b10-9-;",PYBPYUAKCDQFCS-KVVVOXFISA-N,CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCN,-4.8080274453,-6.37
A-41,"2,3-dimethylpentane; 2-methylpentane; 3-methylhexane; 3-methylpentane","InChI=1S/2C7H16.2C6H14/c1-5-7(4)6(2)3;1-4-6-7(3)5-2;1-4-5-6(2)3;1-4-6(3)5-2/h6-7H,5H2,1-4H3;7H,4-6H2,1-3H3;2*6H,4-5H2,1-3H3",KFBRQWHEGZEJKU-UHFFFAOYSA-N,CCCC(C)C.CCCC(C)CC.CCC(C)CC.CCC(C)C(C)C,-3.8005842818,-3.67
A-42,"Hydrocarbons, C5-rich","InChI=1S/C5H12/c1-3-5-4-2/h3-5H2,1-2H3",OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC,-3.0873903431,-2.54
A-43,pent-2-ene,"InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3/b5-3+",QMMOXUPEWRXHJS-HWKANZROSA-N,CC\C=C\C,-3.0750827897,-2.46
A-44,methyl 2-(3-oxo-2-pentylcyclopentyl)acetate,"InChI=1S/C13H22O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h10-11H,3-9H2,1-2H3",KVWWIYGFBYDJQC-UHFFFAOYSA-N,CCCCCC1C(CCC1=O)CC(=O)OC,-2.5958033662,-3.27
A-45,hydroxylamine,"InChI=1S/H3NO/c1-2/h2H,1H2",AVXURJPOCDRRFD-UHFFFAOYSA-N,NO,-0.763033718,
A-46,methyl 2-(3-oxo-2-pentylcyclopentyl)acetate,"InChI=1S/C13H22O3/c1-3-4-5-6-11-10(7-8-12(11)14)9-13(15)16-2/h10-11H,3-9H2,1-2H3",KVWWIYGFBYDJQC-UHFFFAOYSA-N,CCCCCC1C(CCC1=O)CC(=O)OC,-2.6057523974,-3.27
A-47,2-phenoxyethyl prop-2-enoate,"InChI=1S/C11H12O3/c1-2-11(12)14-9-8-13-10-6-4-3-5-7-10/h2-7H,1,8-9H2",RZVINYQDSSQUKO-UHFFFAOYSA-N,C=CC(=O)OCCOc1ccccc1,-2.5636257131,-2.58
A-48,benzyl-tributylazanium; 4-hydroxynaphthalene-1-sulfonate,"InChI=1S/C19H34N.C10H8O4S/c1-4-7-15-20(16-8-5-2,17-9-6-3)18-19-13-11-10-12-14-19;11-9-5-6-10(15(12,13)14)8-4-2-1-3-7(8)9/h10-14H,4-9,15-18H2,1-3H3;1-6,11H,(H,12,13,14)/q+1;/p-1",XVJXBJTXFXPQAN-UHFFFAOYSA-M,CCCC[N+](CCCC)(CCCC)Cc1ccccc1.Oc2ccc(c3ccccc23)[S]([O-])(=O)=O,-2.6418192727,-7.32
A-49,undec-10-enoic acid,"InChI=1S/C11H20O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2H,1,3-10H2,(H,12,13)",FRPZMMHWLSIFAZ-UHFFFAOYSA-N,OC(=O)CCCCCCCCC=C,-3.5528261452,-3.99
A-50,"carboxymethyldimethyl-3-[[(3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooctyl)sulphonyl]amino]propylammonium hydroxide","InChI=1S/C15H19F13N2O4S/c1-30(2,8-9(31)32)6-3-5-29-35(33,34)7-4-10(16,17)11(18,19)12(20,21)13(22,23)14(24,25)15(26,27)28/h29H,3-8H2,1-2H3",OKOCIUJVPQKDLL-UHFFFAOYSA-N,C[N+](C)(CCCN[S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,-4.0571851475,-4.4
A-51,2-benzyl-2-(dimethylamino)-1-[4-(morpholin-4-yl)phenyl]butan-1-one,"InChI=1S/C23H30N2O2/c1-4-23(24(2)3,18-19-8-6-5-7-9-19)22(26)20-10-12-21(13-11-20)25-14-16-27-17-15-25/h5-13H,4,14-18H2,1-3H3",UHFFVFAKEGKNAQ-UHFFFAOYSA-N,CCC(Cc1ccccc1)(N(C)C)C(=O)c2ccc(cc2)N3CCOCC3,-4.7932278922,-3.92
A-52,2-(4-{2-[4-(oxiran-2-ylmethoxy)phenyl]propan-2-yl}phenoxymethyl)oxirane,"InChI=1S/C21H24O4/c1-21(2,15-3-7-17(8-4-15)22-11-19-13-24-19)16-5-9-18(10-6-16)23-12-20-14-25-20/h3-10,19-20H,11-14H2,1-2H3",LCFVJGUPQDGYKZ-UHFFFAOYSA-N,CC(C)(c1ccc(OCC2CO2)cc1)c3ccc(OCC4CO4)cc3,-4.7633756904,-5.62
A-53,"4-(4,6-dimethylheptan-2-yl)phenol; 4-(5,6-dimethylheptan-2-yl)phenol; 4-(5,6-dimethylheptyl)phenol; 4-(7-methyloctyl)phenol","InChI=1S/C15H24O/c1-13(2)7-5-3-4-6-8-14-9-11-15(16)12-10-14/h9-13,16H,3-8H2,1-2H3",JSFITYFUKSFPBZ-UHFFFAOYSA-N,CC(C)CCCCCCc1ccc(O)cc1,-4.5872500246,-5.25
A-54,"1,3-bis(prop-1-en-2-yl)benzene","InChI=1S/C12H14/c1-9(2)11-6-5-7-12(8-11)10(3)4/h5-8H,1,3H2,2,4H3",IBVPVTPPYGGAEL-UHFFFAOYSA-N,CC(=C)c1cccc(c1)C(C)=C,-4.4511392252,-3.51
A-55,molybdenum,InChI=1S/Mo,ZOKXTWBITQBERF-UHFFFAOYSA-N,[Mo],-4.2038484637,
A-56,"ethenyl 2,2-dimethyloctanoate","InChI=1S/C12H22O2/c1-5-14-11(13)9-7-6-8-10-12(2,3)4/h5H,1,6-10H2,2-4H3",TVFJAZCVMOXQRK-UHFFFAOYSA-N,CC(C)(C)CCCCCC(=O)OC=C,-4.5813325109,-4.62
A-57,"7-methyl-3-methylideneocta-1,6-diene","InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3",UAHWPYUMFXYFJY-UHFFFAOYSA-N,CC(C)=CCCC(=C)C=C,-4.4301477426,-3.25
A-58,1-tert-butyl-4-methylbenzene,"InChI=1S/C11H16/c1-9-5-7-10(8-6-9)11(2,3)4/h5-8H,1-4H3",QCWXDVFBZVHKLV-UHFFFAOYSA-N,Cc1ccc(cc1)C(C)(C)C,-4.4720217682,-4.35
A-59,"1-hydroxy-4-methyl-6-(2,4,4-trimethylpentyl)pyridin-2(1H)-one - 2-aminoethanol (1:1)","InChI=1S/C14H23NO2.C2H7NO/c1-10-6-12(15(17)13(16)8-10)7-11(2)9-14(3,4)5;3-1-2-4/h6,8,11,17H,7,9H2,1-5H3;4H,1-3H2",BTSZTGGZJQFALU-UHFFFAOYSA-N,CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C.NCCO,-2.7981445035,-2.83
A-60,"1-hydroxy-4-methyl-6-(2,4,4-trimethylpentyl)pyridin-2(1H)-one - 2-aminoethanol (1:1)","InChI=1S/C14H23NO2.C2H7NO/c1-10-6-12(15(17)13(16)8-10)7-11(2)9-14(3,4)5;3-1-2-4/h6,8,11,17H,7,9H2,1-5H3;4H,1-3H2",BTSZTGGZJQFALU-UHFFFAOYSA-N,CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C.NCCO,-2.7999769724,-2.83
A-61,cyclohexanecarboxylic acid,"InChI=1S/C7H12O2/c8-7(9)6-4-2-1-3-5-6/h6H,1-5H2,(H,8,9)",NZNMSOFKMUBTKW-UHFFFAOYSA-N,OC(=O)C1CCCCC1,-1.445031941,-1.2
A-62,"pentasodium 5-{[4-chloro-6-({3-[2-(sulfonatooxy)ethanesulfonyl]phenyl}amino)-1,3,5-triazin-2-yl]amino}-3-[(E)-2-(1,5-disulfonatonaphthalen-2-yl)diazen-1-yl]-4-hydroxynaphthalene-2,7-disulfonate","InChI=1S/C31H24ClN7O19S6.5Na/c32-29-35-30(33-16-3-1-4-17(13-16)59(41,42)10-9-58-64(55,56)57)37-31(36-29)34-22-14-18(60(43,44)45)11-15-12-24(62(49,50)51)26(27(40)25(15)22)39-38-21-8-7-19-20(28(21)63(52,53)54)5-2-6-23(19)61(46,47)48;;;;;/h1-8,11-14,38H,9-10H2,(H,43,44,45)(H,46,47,48)(H,49,50,51)(H,52,53,54)(H,55,56,57)(H2,33,34,35,36,37);;;;;/q;5*+1/p-5/b39-26+;;;;;",NVNQRAOQGCJYDU-QUSWNXLDSA-I,[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)OCC[S](=O)(=O)c1cccc(Nc2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccc6c(cccc6[S]([O-])(=O)=O)c5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2)c1,-0.4108977358,-4.5
A-63,"N,N'-bis(3-phenylprop-2-en-1-ylidene)hexane-1,6-diamine","InChI=1S/C24H28N2/c1(9-19-25-21-11-17-23-13-5-3-6-14-23)2-10-20-26-22-12-18-24-15-7-4-8-16-24/h3-8,11-18,21-22H,1-2,9-10,19-20H2/b17-11+,18-12+,25-21?,26-22?",ATPFMBHTMKBVLS-NCDJPSHJSA-N,C(CCCN=C\C=C\c1ccccc1)CCN=C/C=C/c2ccccc2,-3.8937390711,-7.15
A-64,"2-(benzotriazol-2-yl)-6-[[3-(benzotriazol-2-yl)-2-hydroxy-5-(2,4,4-trimethylpentan-2-yl)phenyl]methyl]-4-(2,4,4-trimethylpentan-2-yl)phenol","InChI=1S/C41H50N6O2/c1-38(2,3)24-40(7,8)28-20-26(36(48)34(22-28)46-42-30-15-11-12-16-31(30)43-46)19-27-21-29(41(9,10)25-39(4,5)6)23-35(37(27)49)47-44-32-17-13-14-18-33(32)45-47/h11-18,20-23,48-49H,19,24-25H2,1-10H3",FQUNFJULCYSSOP-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5,-6.7048702231,-6.16
A-65,"2-(benzotriazol-2-yl)-6-[[3-(benzotriazol-2-yl)-2-hydroxy-5-(2,4,4-trimethylpentan-2-yl)phenyl]methyl]-4-(2,4,4-trimethylpentan-2-yl)phenol","InChI=1S/C41H50N6O2/c1-38(2,3)24-40(7,8)28-20-26(36(48)34(22-28)46-42-30-15-11-12-16-31(30)43-46)19-27-21-29(41(9,10)25-39(4,5)6)23-35(37(27)49)47-44-32-17-13-14-18-33(32)45-47/h11-18,20-23,48-49H,19,24-25H2,1-10H3",FQUNFJULCYSSOP-UHFFFAOYSA-N,CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5,-7.9737155354,-6.16
A-66,1-methyl-4-(propan-2-ylidene)cyclohex-1-ene,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4H,5-7H2,1-3H3",MOYAFQVGZZPNRA-UHFFFAOYSA-N,CC(C)=C1CCC(=CC1)C,-4.4762868628,-1.99
A-67,1-tert-butyl-4-methylbenzene,"InChI=1S/C11H16/c1-9-5-7-10(8-6-9)11(2,3)4/h5-8H,1-4H3",QCWXDVFBZVHKLV-UHFFFAOYSA-N,Cc1ccc(cc1)C(C)(C)C,-4.5689317812,-4.35
A-68,[2-({4-[(E)-2-(2-chloro-4-nitrophenyl)diazen-1-yl]phenyl}(ethyl)amino)ethyl]trimethylazanium chloride,"InChI=1S/C19H25ClN5O2.ClH/c1-5-23(12-13-25(2,3)4)16-8-6-15(7-9-16)21-22-19-11-10-17(24(26)27)14-18(19)20;/h6-11,14H,5,12-13H2,1-4H3;1H/q+1;/p-1",ZFRUNHQZTYGGDY-UHFFFAOYSA-M,[Cl-].CCN(CC[N+](C)(C)C)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,-3.038699623,-6.49
A-69,"2-(morpholin-4-ylsulfanyl)-1,3-benzothiazole","InChI=1S/C11H12N2OS2/c1-2-4-10-9(3-1)12-11(15-10)16-13-5-7-14-8-6-13/h1-4H,5-8H2",MHKLKWCYGIBEQF-UHFFFAOYSA-N,C1CN(CCO1)Sc2sc3ccccc3n2,-3.8109627954,-2.81
A-70,"(1R-(1alpha,2beta,4beta,6alpha))-2,2,7-Trimethyl-3-oxatricyclo(4.1.1.02,4)octane","InChI=1S/C10H16O/c1-9(2)6-4-7(9)10(3)8(5-6)11-10/h6-8H,4-5H2,1-3H3/t6-,7-,8+,10-/m1/s1",NQFUSWIGRKFAHK-BDNRQGISSA-N,CC1(C)[C@H]2C[C@@H]3O[C@]3(C)[C@@H]1C2,-2.5936884915,-3.25
A-71,"tetrasodium 7-[(E)-2-[2-(carbamoylamino)-4-{[4-chloro-6-({3-[2-(sulfonatooxy)ethanesulfonyl]phenyl}amino)-1,3,5-triazin-2-yl]amino}phenyl]diazen-1-yl]naphthalene-1,3,6-trisulfonate","InChI=1S/C28H24ClN9O16S5.4Na/c29-25-34-27(31-15-2-1-3-17(10-15)55(40,41)7-6-54-59(51,52)53)36-28(35-25)32-16-4-5-20(21(11-16)33-26(30)39)37-38-22-13-19-14(9-24(22)58(48,49)50)8-18(56(42,43)44)12-23(19)57(45,46)47;;;;/h1-5,8-13H,6-7H2,(H3,30,33,39)(H,42,43,44)(H,45,46,47)(H,48,49,50)(H,51,52,53)(H2,31,32,34,35,36);;;;/q;4*+1/p-4",UIEBGVDTKLYGTN-UHFFFAOYSA-J,[Na+].[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3cccc(c3)[S](=O)(=O)CCO[S]([O-])(=O)=O)n2)ccc1N=Nc4cc5c(cc(cc5[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc4[S]([O-])(=O)=O,-0.4261364852,-4.88
